Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
3-Oct,,64,2257,753,1,84,Councilmember (Molokai),,184,"MATEO, Danny A.",,C,0,0,571
3-Oct,,64,2257,753,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,358
3-Oct,,64,2257,753,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,343
3-Oct,,64,2257,753,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,195
3-Oct,,64,2257,753,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,476
3-Oct,,64,2257,753,1,111,MAUI: Affordable Housing Fund,,249,NO,,C,0,0,178
3-Oct,,64,2257,753,1,111,MAUI: Affordable Housing Fund,,250,YES,,C,0,0,506
3-Oct,,64,2257,753,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,251,NO,,C,0,0,112
3-Oct,,64,2257,753,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,252,YES,,C,0,0,561
3-Oct,,64,2257,753,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,253,NO,,C,0,0,179
3-Oct,,64,2257,753,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,254,YES,,C,0,0,477
4-Oct,,65,1724,547,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,10
4-Oct,,65,1724,547,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,92
4-Oct,,65,1724,547,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,421
4-Oct,,65,1724,547,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,7
4-Oct,,65,1724,547,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,5
4-Oct,,65,1724,547,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,10
4-Oct,,65,1724,547,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,409
4-Oct,,65,1724,547,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,2
4-Oct,,65,1724,547,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,102
4-Oct,,65,1724,547,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,340
4-Oct,,65,1724,547,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,195
4-Oct,,65,1724,547,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,4
4-Oct,,65,1724,547,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,3
4-Oct,,65,1724,547,1,28,"State Representative, Dist 10",,62,"(R) MADDEN, Ramon Kitaichi",REP,C,0,0,158
4-Oct,,65,1724,547,1,28,"State Representative, Dist 10",,63,"(D) MCKELVEY, Angus L.K.",DEM,C,0,0,366
4-Oct,,65,1724,547,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,181
4-Oct,,65,1724,547,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,307
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,252
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,50
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,128
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,57
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,137
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,65
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,16
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,120
4-Oct,,65,1724,547,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,247
4-Oct,,65,1724,547,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,184
4-Oct,,65,1724,547,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,99
4-Oct,,65,1724,547,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,80
4-Oct,,65,1724,547,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,413
4-Oct,,65,1724,547,1,75,"Mayor, County of Maui",,168,"ARAKAWA, Alan M.",,C,0,0,292
4-Oct,,65,1724,547,1,75,"Mayor, County of Maui",,169,"TAVARES, Charmaine",,C,0,0,245
4-Oct,,65,1724,547,1,76,Councilmember (East Maui),,170,"CARROLL, Robert (Bob)",,C,0,0,199
4-Oct,,65,1724,547,1,76,Councilmember (East Maui),,171,"MEDEIROS, Bill (Kauakea)",,C,0,0,262
4-Oct,,65,1724,547,1,77,Councilmember (West Maui),,172,"COCHRAN, Elle",,C,0,0,370
4-Oct,,65,1724,547,1,77,Councilmember (West Maui),,173,"FUKUYAMA, Alan",,C,0,0,155
4-Oct,,65,1724,547,1,78,Councilmember (Wailuku-Waihee-Waikapu),,174,"GAPERO, Lisa",,C,0,0,109
4-Oct,,65,1724,547,1,78,Councilmember (Wailuku-Waihee-Waikapu),,175,"VICTORINO, Michael (Mike)",,C,0,0,378
4-Oct,,65,1724,547,1,79,Councilmember (Kahului),,176,"PONTANILLA, Joe",,C,0,0,389
4-Oct,,65,1724,547,1,80,Councilmember (South Maui),,177,"COUCH, Don",,C,0,0,259
4-Oct,,65,1724,547,1,80,Councilmember (South Maui),,178,"NISHIKI, Wayne K.",,C,0,0,241
4-Oct,,65,1724,547,1,81,Councilmember (Makawao-Haiku-Paia),,179,"NISHIKI, Kai",,C,0,0,161
4-Oct,,65,1724,547,1,81,Councilmember (Makawao-Haiku-Paia),,180,"WHITE, Mike",,C,0,0,340
4-Oct,,65,1724,547,1,82,Councilmember (Upcountry),,181,"BAISA, Gladys Coelho",,C,0,0,405
4-Oct,,65,1724,547,1,83,Councilmember (Lanai),,182,"HOKAMA, Riki",,C,0,0,272
4-Oct,,65,1724,547,1,83,Councilmember (Lanai),,183,"MANO, Matthew J. K. (Matt)",,C,0,0,173
4-Oct,,65,1724,547,1,84,Councilmember (Molokai),,184,"MATEO, Danny A.",,C,0,0,405
4-Oct,,65,1724,547,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,283
4-Oct,,65,1724,547,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,237
4-Oct,,65,1724,547,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,162
4-Oct,,65,1724,547,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,331
4-Oct,,65,1724,547,1,111,MAUI: Affordable Housing Fund,,249,NO,,C,0,0,167
4-Oct,,65,1724,547,1,111,MAUI: Affordable Housing Fund,,250,YES,,C,0,0,337
4-Oct,,65,1724,547,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,251,NO,,C,0,0,67
4-Oct,,65,1724,547,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,252,YES,,C,0,0,432
4-Oct,,65,1724,547,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,253,NO,,C,0,0,163
4-Oct,,65,1724,547,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,254,YES,,C,0,0,309
5-Oct,,66,3011,848,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,23
5-Oct,,66,3011,848,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,313
5-Oct,,66,3011,848,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,464
5-Oct,,66,3011,848,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,12
5-Oct,,66,3011,848,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,10
5-Oct,,66,3011,848,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,27
5-Oct,,66,3011,848,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,434
5-Oct,,66,3011,848,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,6
5-Oct,,66,3011,848,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,344
5-Oct,,66,3011,848,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,400
5-Oct,,66,3011,848,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,435
5-Oct,,66,3011,848,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,5
5-Oct,,66,3011,848,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,2
5-Oct,,66,3011,848,1,28,"State Representative, Dist 10",,62,"(R) MADDEN, Ramon Kitaichi",REP,C,0,0,344
5-Oct,,66,3011,848,1,28,"State Representative, Dist 10",,63,"(D) MCKELVEY, Angus L.K.",DEM,C,0,0,478
5-Oct,,66,3011,848,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,348
5-Oct,,66,3011,848,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,325
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,238
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,62
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,134
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,80
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,130
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,152
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,45
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,135
5-Oct,,66,3011,848,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,204
5-Oct,,66,3011,848,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,169
5-Oct,,66,3011,848,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,143
5-Oct,,66,3011,848,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,82
5-Oct,,66,3011,848,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,485
5-Oct,,66,3011,848,1,75,"Mayor, County of Maui",,168,"ARAKAWA, Alan M.",,C,0,0,573
5-Oct,,66,3011,848,1,75,"Mayor, County of Maui",,169,"TAVARES, Charmaine",,C,0,0,253
5-Oct,,66,3011,848,1,76,Councilmember (East Maui),,170,"CARROLL, Robert (Bob)",,C,0,0,372
5-Oct,,66,3011,848,1,76,Councilmember (East Maui),,171,"MEDEIROS, Bill (Kauakea)",,C,0,0,241
5-Oct,,66,3011,848,1,77,Councilmember (West Maui),,172,"COCHRAN, Elle",,C,0,0,535
5-Oct,,66,3011,848,1,77,Councilmember (West Maui),,173,"FUKUYAMA, Alan",,C,0,0,252
5-Oct,,66,3011,848,1,78,Councilmember (Wailuku-Waihee-Waikapu),,174,"GAPERO, Lisa",,C,0,0,229
5-Oct,,66,3011,848,1,78,Councilmember (Wailuku-Waihee-Waikapu),,175,"VICTORINO, Michael (Mike)",,C,0,0,465
5-Oct,,66,3011,848,1,79,Councilmember (Kahului),,176,"PONTANILLA, Joe",,C,0,0,476
5-Oct,,66,3011,848,1,80,Councilmember (South Maui),,177,"COUCH, Don",,C,0,0,467
5-Oct,,66,3011,848,1,80,Councilmember (South Maui),,178,"NISHIKI, Wayne K.",,C,0,0,240
5-Oct,,66,3011,848,1,81,Councilmember (Makawao-Haiku-Paia),,179,"NISHIKI, Kai",,C,0,0,207
5-Oct,,66,3011,848,1,81,Councilmember (Makawao-Haiku-Paia),,180,"WHITE, Mike",,C,0,0,497
5-Oct,,66,3011,848,1,82,Councilmember (Upcountry),,181,"BAISA, Gladys Coelho",,C,0,0,480
5-Oct,,66,3011,848,1,83,Councilmember (Lanai),,182,"HOKAMA, Riki",,C,0,0,278
5-Oct,,66,3011,848,1,83,Councilmember (Lanai),,183,"MANO, Matthew J. K. (Matt)",,C,0,0,292
5-Oct,,66,3011,848,1,84,Councilmember (Molokai),,184,"MATEO, Danny A.",,C,0,0,474
5-Oct,,66,3011,848,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,401
5-Oct,,66,3011,848,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,393
5-Oct,,66,3011,848,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,255
5-Oct,,66,3011,848,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,505
5-Oct,,66,3011,848,1,111,MAUI: Affordable Housing Fund,,249,NO,,C,0,0,316
5-Oct,,66,3011,848,1,111,MAUI: Affordable Housing Fund,,250,YES,,C,0,0,468
5-Oct,,66,3011,848,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,251,NO,,C,0,0,80
5-Oct,,66,3011,848,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,252,YES,,C,0,0,699
5-Oct,,66,3011,848,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,253,NO,,C,0,0,278
5-Oct,,66,3011,848,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,254,YES,,C,0,0,425
6-Oct,,67,2616,888,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,21
6-Oct,,67,2616,888,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,261
6-Oct,,67,2616,888,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,554
6-Oct,,67,2616,888,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,12
6-Oct,,67,2616,888,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,7
6-Oct,,67,2616,888,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,18
6-Oct,,67,2616,888,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,517
6-Oct,,67,2616,888,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,2
6-Oct,,67,2616,888,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,284
6-Oct,,67,2616,888,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,473
6-Oct,,67,2616,888,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,399
6-Oct,,67,2616,888,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,6
6-Oct,,67,2616,888,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,3
6-Oct,,67,2616,888,1,28,"State Representative, Dist 10",,62,"(R) MADDEN, Ramon Kitaichi",REP,C,0,0,320
6-Oct,,67,2616,888,1,28,"State Representative, Dist 10",,63,"(D) MCKELVEY, Angus L.K.",DEM,C,0,0,519
6-Oct,,67,2616,888,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,323
6-Oct,,67,2616,888,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,373
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,282
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,67
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,146
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,98
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,147
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,141
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,31
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,117
6-Oct,,67,2616,888,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,245
6-Oct,,67,2616,888,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,228
6-Oct,,67,2616,888,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,151
6-Oct,,67,2616,888,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,66
6-Oct,,67,2616,888,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,509
6-Oct,,67,2616,888,1,75,"Mayor, County of Maui",,168,"ARAKAWA, Alan M.",,C,0,0,566
6-Oct,,67,2616,888,1,75,"Mayor, County of Maui",,169,"TAVARES, Charmaine",,C,0,0,287
6-Oct,,67,2616,888,1,76,Councilmember (East Maui),,170,"CARROLL, Robert (Bob)",,C,0,0,366
6-Oct,,67,2616,888,1,76,Councilmember (East Maui),,171,"MEDEIROS, Bill (Kauakea)",,C,0,0,255
6-Oct,,67,2616,888,1,77,Councilmember (West Maui),,172,"COCHRAN, Elle",,C,0,0,587
6-Oct,,67,2616,888,1,77,Councilmember (West Maui),,173,"FUKUYAMA, Alan",,C,0,0,234
6-Oct,,67,2616,888,1,78,Councilmember (Wailuku-Waihee-Waikapu),,174,"GAPERO, Lisa",,C,0,0,211
6-Oct,,67,2616,888,1,78,Councilmember (Wailuku-Waihee-Waikapu),,175,"VICTORINO, Michael (Mike)",,C,0,0,482
6-Oct,,67,2616,888,1,79,Councilmember (Kahului),,176,"PONTANILLA, Joe",,C,0,0,500
6-Oct,,67,2616,888,1,80,Councilmember (South Maui),,177,"COUCH, Don",,C,0,0,408
6-Oct,,67,2616,888,1,80,Councilmember (South Maui),,178,"NISHIKI, Wayne K.",,C,0,0,325
6-Oct,,67,2616,888,1,81,Councilmember (Makawao-Haiku-Paia),,179,"NISHIKI, Kai",,C,0,0,271
6-Oct,,67,2616,888,1,81,Councilmember (Makawao-Haiku-Paia),,180,"WHITE, Mike",,C,0,0,457
6-Oct,,67,2616,888,1,82,Councilmember (Upcountry),,181,"BAISA, Gladys Coelho",,C,0,0,501
6-Oct,,67,2616,888,1,83,Councilmember (Lanai),,182,"HOKAMA, Riki",,C,0,0,333
6-Oct,,67,2616,888,1,83,Councilmember (Lanai),,183,"MANO, Matthew J. K. (Matt)",,C,0,0,253
6-Oct,,67,2616,888,1,84,Councilmember (Molokai),,184,"MATEO, Danny A.",,C,0,0,514
6-Oct,,67,2616,888,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,417
6-Oct,,67,2616,888,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,390
6-Oct,,67,2616,888,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,225
6-Oct,,67,2616,888,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,556
6-Oct,,67,2616,888,1,111,MAUI: Affordable Housing Fund,,249,NO,,C,0,0,282
6-Oct,,67,2616,888,1,111,MAUI: Affordable Housing Fund,,250,YES,,C,0,0,514
6-Oct,,67,2616,888,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,251,NO,,C,0,0,104
6-Oct,,67,2616,888,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,252,YES,,C,0,0,697
6-Oct,,67,2616,888,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,253,NO,,C,0,0,262
6-Oct,,67,2616,888,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,254,YES,,C,0,0,467
1-Nov,,68,3156,932,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,20
1-Nov,,68,3156,932,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,180
1-Nov,,68,3156,932,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,677
1-Nov,,68,3156,932,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,11
1-Nov,,68,3156,932,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,12
1-Nov,,68,3156,932,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,18
1-Nov,,68,3156,932,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,647
1-Nov,,68,3156,932,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,17
1-Nov,,68,3156,932,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,198
1-Nov,,68,3156,932,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,551
1-Nov,,68,3156,932,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,359
1-Nov,,68,3156,932,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,7
1-Nov,,68,3156,932,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,5
1-Nov,,68,3156,932,1,29,"State Representative, Dist 11",,64,"(D) BERTRAM, Joseph III",DEM,C,0,0,462
1-Nov,,68,3156,932,1,29,"State Representative, Dist 11",,65,"(R) FONTAINE, George R.",REP,C,0,0,414
1-Nov,,68,3156,932,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,418
1-Nov,,68,3156,932,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,367
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,357
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,112
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,169
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,117
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,131
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,184
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,33
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,116
1-Nov,,68,3156,932,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,330
1-Nov,,68,3156,932,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,253
1-Nov,,68,3156,932,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,201
1-Nov,,68,3156,932,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,93
1-Nov,,68,3156,932,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,616
1-Nov,,68,3156,932,1,75,"Mayor, County of Maui",,168,"ARAKAWA, Alan M.",,C,0,0,592
1-Nov,,68,3156,932,1,75,"Mayor, County of Maui",,169,"TAVARES, Charmaine",,C,0,0,321
1-Nov,,68,3156,932,1,76,Councilmember (East Maui),,170,"CARROLL, Robert (Bob)",,C,0,0,370
1-Nov,,68,3156,932,1,76,Councilmember (East Maui),,171,"MEDEIROS, Bill (Kauakea)",,C,0,0,368
1-Nov,,68,3156,932,1,77,Councilmember (West Maui),,172,"COCHRAN, Elle",,C,0,0,441
1-Nov,,68,3156,932,1,77,Councilmember (West Maui),,173,"FUKUYAMA, Alan",,C,0,0,333
1-Nov,,68,3156,932,1,78,Councilmember (Wailuku-Waihee-Waikapu),,174,"GAPERO, Lisa",,C,0,0,223
1-Nov,,68,3156,932,1,78,Councilmember (Wailuku-Waihee-Waikapu),,175,"VICTORINO, Michael (Mike)",,C,0,0,569
1-Nov,,68,3156,932,1,79,Councilmember (Kahului),,176,"PONTANILLA, Joe",,C,0,0,614
1-Nov,,68,3156,932,1,80,Councilmember (South Maui),,177,"COUCH, Don",,C,0,0,514
1-Nov,,68,3156,932,1,80,Councilmember (South Maui),,178,"NISHIKI, Wayne K.",,C,0,0,355
1-Nov,,68,3156,932,1,81,Councilmember (Makawao-Haiku-Paia),,179,"NISHIKI, Kai",,C,0,0,372
1-Nov,,68,3156,932,1,81,Councilmember (Makawao-Haiku-Paia),,180,"WHITE, Mike",,C,0,0,435
1-Nov,,68,3156,932,1,82,Councilmember (Upcountry),,181,"BAISA, Gladys Coelho",,C,0,0,598
1-Nov,,68,3156,932,1,83,Councilmember (Lanai),,182,"HOKAMA, Riki",,C,0,0,425
1-Nov,,68,3156,932,1,83,Councilmember (Lanai),,183,"MANO, Matthew J. K. (Matt)",,C,0,0,272
1-Nov,,68,3156,932,1,84,Councilmember (Molokai),,184,"MATEO, Danny A.",,C,0,0,605
1-Nov,,68,3156,932,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,420
1-Nov,,68,3156,932,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,437
1-Nov,,68,3156,932,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,249
1-Nov,,68,3156,932,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,579
1-Nov,,68,3156,932,1,111,MAUI: Affordable Housing Fund,,249,NO,,C,0,0,249
1-Nov,,68,3156,932,1,111,MAUI: Affordable Housing Fund,,250,YES,,C,0,0,599
1-Nov,,68,3156,932,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,251,NO,,C,0,0,107
1-Nov,,68,3156,932,1,112,MAUI: Financial Disclosure Statements of Candidates for Elective County Office,,252,YES,,C,0,0,732
1-Nov,,68,3156,932,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,253,NO,,C,0,0,264
1-Nov,,68,3156,932,1,113,MAUI: Budget Ordinance and Capital Program Ordinance,,254,YES,,C,0,0,533
2-Nov,,69,4317,1430,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,45
2-Nov,,69,4317,1430,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,475
